4,29,19.63
29,4,19.63
4,30,21.06
30,4,21.06
4,31,13.85
31,4,13.85
4,32,19.08
32,4,19.08
4,33,15.24
33,4,15.24
4,34,18.14
34,4,18.14
4,35,13.60
35,4,13.60
4,36,16.14
36,4,16.14
4,37,21.41
37,4,21.41
4,38,16.58
38,4,16.58
4,39,30.11
39,4,30.11
4,40,19.75
40,4,19.75
4,41,14.74
41,4,14.74
5,6,2.22
6,5,2.22
5,7,2.05
7,5,2.05
5,8,1.97
8,5,1.97
5,9,5.88
9,5,5.88
5,10,4.30
10,5,4.30
5,11,4.56
11,5,4.56
5,12,5.56
12,5,5.56
5,13,4.96
13,5,4.96
5,14,8.72
14,5,8.72
5,15,10.79
15,5,10.79
5,16,9.19
16,5,9.19
5,17,5.72
17,5,5.72
5,18,5.41
18,5,5.41
5,19,5.06
19,5,5.06
5,20,10.89
20,5,10.89
5,21,5.64
21,5,5.64
5,22,11.11
22,5,11.11
5,23,9.62
23,5,9.62
5,24,9.62
24,5,9.62
5,25,10.29
25,5,10.29
5,26,7.65
26,5,7.65
5,27,12.80
27,5,12.80
5,28,9.93
28,5,9.93
5,29,19.53
29,5,19.53
5,30,20.97
30,5,20.97
5,31,13.56
31,5,13.56
5,32,18.76
32,5,18.76
5,33,14.12
33,5,14.12
5,34,17.82
34,5,17.82
5,35,13.30
35,5,13.30
5,36,17.98
36,5,17.98
5,37,21.89
37,5,21.89
5,38,16.82
38,5,16.82
5,39,29.72
39,5,29.72
5,40,19.36
40,5,19.36
5,41,15.01
41,5,15.01
6,7,4.15
7,6,4.15
6,8,3.71
8,6,3.71
6,9,7.01
9,6,7.01
6,10,6.06
10,6,6.06
6,11,4.06
11,6,4.06
6,12,5.63
12,6,5.63
6,13,3.61
13,6,3.61
6,14,10.82
14,6,10.82
6,15,10.50
15,6,10.50
6,16,6.17
16,6,6.17
6,17,3.67
17,6,3.67
6,18,3.23
18,6,3.23
6,19,3.03
19,6,3.03
6,20,9.49
20,6,9.49
6,21,4.18
21,6,4.18
6,22,11.40
22,6,11.40
6,23,8.14
23,6,8.14
6,24,8.16
24,6,8.16
6,25,8.81
25,6,8.81
6,26,6.16
26,6,6.16
6,27,11.32
27,6,11.32
6,28,8.47
28,6,8.47
6,29,19.79
29,6,19.79
6,30,20.39
30,6,20.39
6,31,12.83
31,6,12.83
6,32,10.37
32,6,10.37
6,33,12.07
33,6,12.07
6,34,9.61
34,6,9.61
6,35,12.48
35,6,12.48
6,36,15.92
36,6,15.92
6,37,24.59
37,6,24.59
6,38,17.41
38,6,17.41
6,39,23.48
39,6,23.48
6,40,17.59
40,6,17.59
6,41,14.59
41,6,14.59
7,8,0.72
8,7,0.72
7,9,2.96
9,7,2.96
7,10,2.06
10,7,2.06
7,11,3.10
11,7,3.10
7,12,4.10
12,7,4.10
7,13,3.50
13,7,3.50
7,14,7.45
14,7,7.45
7,15,9.33
15,7,9.33
7,16,7.91
16,7,7.91
7,17,8.37
17,7,8.37
7,18,6.15
18,7,6.15
7,19,7.32
19,7,7.32
7,20,10.35
20,7,10.35
7,21,8.11
21,7,8.11
7,22,11.88
22,7,11.88
7,23,11.76
23,7,11.76
7,24,11.87
24,7,11.87
7,25,12.43
25,7,12.43
7,26,9.79
26,7,9.79
7,27,14.95
27,7,14.95
7,28,12.18
28,7,12.18
7,29,23.50
29,7,23.50
7,30,24.01
30,7,24.01
7,31,12.10
31,7,12.10
7,32,17.48
32,7,17.48
7,33,12.43
33,7,12.43
7,34,16.54
34,7,16.54
7,35,11.84
35,7,11.84
7,36,16.54
36,7,16.54
7,37,21.54
37,7,21.54
7,38,15.50
38,7,15.50
7,39,28.26
39,7,28.26
7,40,17.90
40,7,17.90
7,41,13.66
41,7,13.66
8,9,2.79
9,8,2.79
8,10,2.21
10,8,2.21
8,11,4.17
11,8,4.17
8,12,5.17
12,8,5.17
8,13,4.06
13,8,4.06
8,14,7.28
14,8,7.28
8,15,10.18
15,8,10.18
8,16,8.64
16,8,8.64
8,17,7.79
17,8,7.79
8,18,5.57
18,8,5.57
8,19,7.48
19,8,7.48
8,20,10.35
20,8,10.35
8,21,8.65
21,8,8.65
8,22,12.41
22,8,12.41
8,23,11.07
23,8,11.07
8,24,12.40
24,8,12.40
8,25,11.74
25,8,11.74
8,26,10.32
26,8,10.32
8,27,14.25
27,8,14.25
8,28,12.71
28,8,12.71
8,29,24.03
29,8,24.03
8,30,24.17
30,8,24.17
8,31,12.95
31,8,12.95
8,32,18.04
32,8,18.04
8,33,13.69
33,8,13.69
8,34,17.10
34,8,17.10
8,35,12.55
35,8,12.55
8,36,15.28
36,8,15.28
8,37,21.37
37,8,21.37
8,38,15.33
38,8,15.33
8,39,29.34
39,8,29.34
8,40,19.99
40,8,19.99
8,41,13.49
41,8,13.49
9,10,0.78
10,9,0.78
9,11,4.13
11,9,4.13
9,12,6.24
12,9,6.24
9,13,4.45
13,9,4.45
9,14,4.23
14,9,4.23
9,15,7.98
15,9,7.98
9,16,7.97
16,9,7.97
9,17,8.26
17,9,8.26
9,18,6.99
18,9,6.99
9,19,8.29
19,9,8.29
9,20,11.68
20,9,11.68
9,21,10.87
21,9,10.87
9,22,13.58
22,9,13.58
9,23,14.80
23,9,14.80
9,24,14.51
24,9,14.51
9,25,15.47
25,9,15.47
9,26,12.83
26,9,12.83
9,27,17.17
27,9,17.17
9,28,14.93
28,9,14.93
9,29,23.76
29,9,23.76
9,30,25.77
30,9,25.77
9,31,10.66
31,9,10.66
9,32,16.82
32,9,16.82
9,33,13.75
33,9,13.75
9,34,15.88
34,9,15.88
9,35,9.85
35,9,9.85
9,36,17.49
36,9,17.49
9,37,18.58
37,9,18.58
9,38,11.37
38,9,11.37
9,39,27.79
39,9,27.79
9,40,16.97
40,9,16.97
9,41,10.70
41,9,10.70
10,11,4.05
11,10,4.05
10,12,6.16
12,10,6.16
10,13,4.33
13,10,4.33
10,14,5.02
14,10,5.02
10,15,8.76
15,10,8.76
10,16,7.88
16,10,7.88
10,17,7.69
17,10,7.69
10,18,6.42
18,10,6.42
10,19,7.73
19,10,7.73
10,20,11.55
20,10,11.55
10,21,10.30
21,10,10.30
10,22,13.01
22,10,13.01
10,23,14.23
23,10,14.23
10,24,13.95
24,10,13.95
10,25,14.90
25,10,14.90
10,26,12.26
26,10,12.26
10,27,16.60
27,10,16.60
10,28,14.36
28,10,14.36
10,29,23.19
29,10,23.19
10,30,25.20
30,10,25.20
10,31,11.53
31,10,11.53
10,32,16.73
32,10,16.73
10,33,13.63
33,10,13.63
10,34,15.79
34,10,15.79
10,35,11.14
35,10,11.14
10,36,17.37
36,10,17.37
10,37,19.37
37,10,19.37
10,38,12.16
38,10,12.16
10,39,27.89
39,10,27.89
10,40,18.57
40,10,18.57
10,41,12.07
41,10,12.07
11,12,1.42
12,11,1.42
11,13,2.60
13,11,2.60
11,14,7.13
14,11,7.13
11,15,6.29
15,11,6.29
11,16,4.80
16,11,4.80
11,17,7.76
17,11,7.76
11,18,5.78
18,11,5.78
11,19,11.85
19,11,11.85
11,20,8.52
20,11,8.52
11,21,10.78
21,11,10.78
11,22,16.21
22,11,16.21
11,23,15.84
23,11,15.84
11,24,16.44
24,11,16.44
11,25,16.24
25,11,16.24
11,26,13.59
26,11,13.59
11,27,18.75
27,11,18.75
11,28,16.23
28,11,16.23
11,29,25.19
29,11,25.19
11,30,24.67
30,11,24.67
11,31,8.62
31,11,8.62
11,32,13.01
32,11,13.01
11,33,10.59
33,11,10.59
11,34,7.61
34,11,7.61
11,35,8.26
35,11,8.26
11,36,18.09
36,11,18.09
11,37,22.20
37,11,22.20
11,38,14.86
38,11,14.86
11,39,24.64
39,11,24.64
11,40,14.28
40,11,14.28
11,41,9.14
41,11,9.14
12,13,1.69
13,12,1.69
12,14,7.24
14,12,7.24
12,15,4.41
15,12,4.41
12,16,4.03
16,12,4.03
12,17,6.99
17,12,6.99
12,18,4.79
18,12,4.79
12,19,11.08
19,12,11.08
12,20,7.75
20,12,7.75
12,21,10.20
21,12,10.20
12,22,15.43
22,12,15.43
12,23,15.26
23,12,15.26
12,24,15.39
24,12,15.39
12,25,15.65
25,12,15.65
12,26,13.01
26,12,13.01
12,27,18.17
27,12,18.17
12,28,14.60
28,12,14.60
12,29,23.53
29,12,23.53
12,30,23.90
30,12,23.90
12,31,6.74
31,12,6.74
12,32,12.24
32,12,12.24
12,33,9.82
33,12,9.82
12,34,6.84
34,12,6.84
12,35,6.38
35,12,6.38
12,36,17.32
36,12,17.32
12,37,22.31
37,12,22.31
12,38,13.81
38,12,13.81
12,39,23.87
39,12,23.87
12,40,13.51
40,12,13.51
12,41,8.50
41,12,8.50
13,14,7.73
14,13,7.73
13,15,6.89
15,13,6.89
13,16,4.86
16,13,4.86
13,17,4.79
17,13,4.79
13,18,3.30
18,13,3.30
13,19,8.13
19,13,8.13
13,20,7.51
20,13,7.51
13,21,7.03
21,13,7.03
13,22,12.62
22,13,12.62
13,23,13.12
23,13,13.12
13,24,13.70
24,13,13.70
13,25,11.66
25,13,11.66
13,26,9.02
26,13,9.02
13,27,14.17
27,13,14.17
13,28,12.91
28,13,12.91
13,29,21.84
29,13,21.84
13,30,23.95
30,13,23.95
13,31,9.22
31,13,9.22
13,32,14.43
32,13,14.43
13,33,9.58
33,13,9.58
13,34,13.49
34,13,13.49
13,35,8.86
35,13,8.86
13,36,13.49
36,13,13.49
13,37,22.80
37,13,22.80
13,38,15.46
38,13,15.46
13,39,24.97
39,13,24.97
13,40,14.88
40,13,14.88
13,41,9.74
41,13,9.74
14,15,3.60
15,14,3.60
14,16,7.44
16,14,7.44
14,17,12.24
17,14,12.24
14,18,10.26
18,14,10.26
14,19,16.33
19,14,16.33
14,20,10.82
20,14,10.82
14,21,14.86
21,14,14.86
14,22,20.69
22,14,20.69
14,23,19.91
23,14,19.91
14,24,20.42
24,14,20.42
14,25,20.29
25,14,20.29
14,26,17.64
26,14,17.64
14,27,22.80
27,14,22.80
14,28,19.63
28,14,19.63
14,29,29.67
29,14,29.67
14,30,28.86
30,14,28.86
14,31,6.26
31,14,6.26
14,32,13.74
32,14,13.74
14,33,16.26
33,14,16.26
14,34,12.80
34,14,12.80
14,35,5.88
35,14,5.88
14,36,16.86
36,14,16.86
14,37,14.78
37,14,14.78
14,38,8.42
38,14,8.42
14,39,23.39
39,14,23.39
14,40,13.01
40,14,13.01
14,41,6.74
41,14,6.74
15,16,9.19
16,15,9.19
15,17,19.01
17,15,19.01
15,18,11.83
18,15,11.83
15,19,16.06
19,15,16.06
15,20,12.90
20,15,12.90
15,21,15.27
21,15,15.27
15,22,17.34
22,15,17.34
15,23,22.79
23,15,22.79
15,24,22.48
24,15,22.48
15,25,24.52
25,15,24.52
15,26,18.67
26,15,18.67
15,27,25.06
27,15,25.06
15,28,22.28
28,15,22.28
15,29,27.94
29,15,27.94
15,30,29.06
30,15,29.06
15,31,2.33
31,15,2.33
15,32,11.59
32,15,11.59
15,33,14.98
33,15,14.98
15,34,10.65
34,15,10.65
15,35,1.97
35,15,1.97
15,36,17.13
36,15,17.13
15,37,12.55
37,15,12.55
15,38,8.61
38,15,8.61
15,39,19.46
39,15,19.46
15,40,9.10
40,15,9.10
15,41,2.82
41,15,2.82
16,17,10.16
17,16,10.16
16,18,6.11
18,16,6.11
16,19,7.21
19,16,7.21
16,20,4.78
20,16,4.78
16,21,8.30
21,16,8.30
16,22,10.86
22,16,10.86
16,23,12.06
23,16,12.06
16,24,11.95
24,16,11.95
16,25,12.63
25,16,12.63
16,26,10.16
26,16,10.16
16,27,16.38
27,16,16.38
16,28,14.50
28,16,14.50
16,29,25.75
29,16,25.75
16,30,20.22
30,16,20.22
16,31,10.07
31,16,10.07
16,32,4.42
32,16,4.42
16,33,9.21
33,16,9.21
16,34,3.48
34,16,3.48
16,35,9.85
35,16,9.85
16,36,9.81
36,16,9.81
16,37,22.68
37,16,22.68
16,38,15.48
38,16,15.48
16,39,19.83
39,16,19.83
16,40,15.06
40,16,15.06
16,41,13.80
41,16,13.80
17,18,1.47
18,17,1.47
17,19,6.89
19,17,6.89
17,20,8.01
20,17,8.01
17,21,7.41
21,17,7.41
17,22,11.22
22,17,11.22
17,23,12.80
23,17,12.80
17,24,12.72
24,17,12.72
17,25,14.53
25,17,14.53
17,26,11.73
26,17,11.73
17,27,15.07
27,17,15.07
17,28,12.52
28,17,12.52
17,29,20.20
29,17,20.20
17,30,22.32
30,17,22.32
17,31,12.58
31,17,12.58
17,32,8.74
32,17,8.74
17,33,11.39
33,17,11.39
17,34,7.98
34,17,7.98
17,35,12.35
35,17,12.35
17,36,14.21
36,17,14.21
17,37,20.89
37,17,20.89
17,38,19.03
38,17,19.03
17,39,22.34
39,17,22.34
17,40,17.57
40,17,17.57
17,41,13.21
41,17,13.21
18,19,5.26
19,18,5.26
18,20,6.71
20,18,6.71
18,21,5.79
21,18,5.79
18,22,9.75
22,18,9.75
18,23,11.18
23,18,11.18
18,24,11.10
24,18,11.10
18,25,12.90
25,18,12.90
18,26,10.10
26,18,10.10
18,27,13.45
27,18,13.45
18,28,10.89
28,18,10.89
18,29,18.58
29,18,18.58
18,30,21.08
30,18,21.08
18,31,11.97
31,18,11.97
18,32,7.62
32,18,7.62
18,33,10.09
33,18,10.09
18,34,6.86
34,18,6.86
18,35,11.75
35,18,11.75
18,36,13.17
36,18,13.17
18,37,25.54
37,18,25.54
18,38,19.51
38,18,19.51
18,39,21.22
39,18,21.22
18,40,16.44
40,18,16.44
18,41,15.02
41,18,15.02
19,20,4.19
20,19,4.19
19,21,5.36
21,19,5.36
19,22,5.44
22,19,5.44
19,23,8.60
23,19,8.60
19,24,9.10
24,19,9.10
19,25,10.33
25,19,10.33
19,26,7.52
26,19,7.52
19,27,10.87
27,19,10.87
19,28,8.89
28,19,8.89
19,29,14.99
29,19,14.99
19,30,17.52
30,19,17.52
19,31,17.58
31,19,17.58
19,32,10.05
32,19,10.05
19,33,6.22
33,19,6.22
19,34,9.27
34,19,9.27
19,35,17.33
35,19,17.33
19,36,12.25
36,19,12.25
19,37,28.13
37,19,28.13
19,38,20.85
38,19,20.85
19,39,23.32
39,19,23.32
19,40,18.55
40,19,18.55
19,41,19.04
41,19,19.04
20,21,10.01
21,20,10.01
20,22,8.87
22,20,8.87
20,23,10.11
23,20,10.11
20,24,10.59
24,20,10.59
20,25,11.84
25,20,11.84
20,26,7.80
26,20,7.80
20,27,12.35
27,20,12.35
20,28,11.32
28,20,11.32
20,29,21.21
29,20,21.21
20,30,16.47
30,20,16.47
20,31,16.65
31,20,16.65
20,32,5.90
32,20,5.90
20,33,2.75
33,20,2.75
20,34,6.43
34,20,6.43
20,35,16.43
35,20,16.43
20,36,8.17
36,20,8.17
20,37,28.99
37,20,28.99
20,38,22.07
38,20,22.07
20,39,20.96
39,20,20.96
20,40,26.69
40,20,26.69
20,41,20.39
41,20,20.39
21,22,6.54
22,21,6.54
21,23,4.82
23,21,4.82
21,24,4.82
24,21,4.82
21,25,4.65
25,21,4.65
21,26,2.01
26,21,2.01
21,27,7.17
27,21,7.17
21,28,5.12
28,21,5.12
21,29,14.85
29,21,14.85
21,30,17.65
30,21,17.65
21,31,15.81
31,21,15.81
21,32,13.42
32,21,13.42
21,33,7.69
33,21,7.69
21,34,12.66
34,21,12.66
21,35,15.58
35,21,15.58
21,36,13.99
36,21,13.99
21,37,29.23
37,21,29.23
21,38,23.59
38,21,23.59
21,39,26.71
39,21,26.71
21,40,20.79
40,21,20.79
21,41,16.44
41,21,16.44
22,23,4.98
23,22,4.98
22,24,4.88
24,22,4.88
22,25,5.23
25,22,5.23
22,26,5.55
26,22,5.55
22,27,7.23
27,22,7.23
22,28,5.06
28,22,5.06
22,29,12.03
29,22,12.03
22,30,12.60
30,22,12.60
22,31,17.23
31,22,17.23
22,32,13.64
32,22,13.64
22,33,8.06
33,22,8.06
22,34,12.88
34,22,12.88
22,35,17.01
35,22,17.01
22,36,13.14
36,22,13.14
22,37,31.02
37,22,31.02
22,38,23.68
38,22,23.68
22,39,28.60
39,22,28.60
22,40,22.15
40,22,22.15
22,41,17.86
41,22,17.86
23,24,0.99
24,23,0.99
23,25,1.06
25,23,1.06
23,26,2.78
26,23,2.78
23,27,2.35
27,23,2.35
23,28,3.10
28,23,3.10
23,29,8.82
29,23,8.82
23,30,15.85
30,23,15.85
23,31,19.77
31,23,19.77
23,32,17.52
32,23,17.52
23,33,10.68
33,23,10.68
23,34,16.58
34,23,16.58
23,35,22.09
35,23,22.09
23,36,15.15
36,23,15.15
23,37,32.12
37,23,32.12
23,38,26.39
38,23,26.39
23,39,31.12
39,23,31.12
23,40,27.68
40,23,27.68
23,41,25.16
41,23,25.16
24,25,2.01
25,24,2.01
24,26,2.52
26,24,2.52
24,27,3.34
27,24,3.34
24,28,2.99
28,24,2.99
24,29,11.71
29,24,11.71
24,30,15.73
30,24,15.73
24,31,20.03
31,24,20.03
24,32,16.14
32,24,16.14
24,33,10.56
33,24,10.56
24,34,15.37
34,24,15.37
24,35,19.80
35,24,19.80
24,36,15.04
36,24,15.04
24,37,31.40
37,24,31.40
24,38,25.81
38,24,25.81
24,39,29.42
39,24,29.42
24,40,24.65
40,24,24.65
24,41,20.55
41,24,20.55
25,26,2.33
26,25,2.33
25,27,2.87
27,25,2.87
25,28,3.75
28,25,3.75
25,29,12.49
29,25,12.49
25,30,14.61
30,25,14.61
25,31,19.86
31,25,19.86
25,32,16.11
32,25,16.11
25,33,10.53
33,25,10.53
25,34,15.34
34,25,15.34
25,35,19.64
35,25,19.64
25,36,15.20
36,25,15.20
25,37,30.51
37,25,30.51
25,38,25.62
38,25,25.62
25,39,29.39
39,25,29.39
25,40,24.62
40,25,24.62
25,41,20.36
41,25,20.36
26,27,4.87
27,26,4.87
26,28,4.63
28,26,4.63
26,29,13.35
29,26,13.35
26,30,15.55
30,26,15.55
26,31,17.28
31,26,17.28
26,32,13.27
32,26,13.27
26,33,9.67
33,26,9.67
26,34,13.64
34,26,13.64
26,35,19.60
35,26,19.60
26,36,14.22
36,26,14.22
26,37,28.13
37,26,28.13
26,38,23.21
38,26,23.21
26,39,28.18
39,26,28.18
26,40,24.74
40,26,24.74
26,41,21.30
41,26,21.30
27,28,2.74
28,27,2.74
27,29,7.91
29,27,7.91
27,30,14.74
30,27,14.74
27,31,21.83
31,27,21.83
27,32,19.58
32,27,19.58
27,33,12.93
33,27,12.93
27,34,18.64
34,27,18.64
27,35,24.15
35,27,24.15
27,36,17.64
36,27,17.64
27,37,32.24
37,27,32.24
27,38,27.32
38,27,27.32
27,39,33.18
39,27,33.18
27,40,29.74
40,27,29.74
27,41,25.53
41,27,25.53
28,29,9.08
29,28,9.08
28,30,13.12
30,28,13.12
28,31,20.31
31,28,20.31
28,32,16.79
32,28,16.79
28,33,13.52
33,28,13.52
28,34,16.03
34,28,16.03
28,35,20.09
35,28,20.09
28,36,16.53
36,28,16.53
28,37,31.48
37,28,31.48
28,38,29.67
38,28,29.67
28,39,30.92
39,28,30.92
28,40,25.30
40,28,25.30
28,41,20.94
41,28,20.94
29,30,10.46
30,29,10.46
29,31,26.86
31,29,26.86
29,32,23.34
32,29,23.34
29,33,19.36
33,29,19.36
29,34,22.40
34,29,22.40
29,35,26.64
35,29,26.64
29,36,21.61
36,29,21.61
29,37,38.03
37,29,38.03
29,38,36.22
38,29,36.22
29,39,36.77
39,29,36.77
29,40,31.85
40,29,31.85
29,41,27.49
41,29,27.49
30,31,32.65
31,30,32.65
30,32,23.11
32,30,23.11
30,33,15.25
33,30,15.25
30,34,23.47
34,30,23.47
30,35,32.23
35,30,32.23
30,36,13.20
36,30,13.20
30,37,43.32
37,30,43.32
30,38,39.57
38,30,39.57
30,39,30.79
39,30,30.79
30,40,35.07
40,30,35.07
30,41,36.38
41,30,36.38
31,32,11.87
32,31,11.87
31,33,15.27
33,31,15.27
31,34,10.93
34,31,10.93
31,35,2.14
35,31,2.14
31,36,17.42
36,31,17.42
31,37,12.72
37,31,12.72
31,38,8.78
38,31,8.78
31,39,19.63
39,31,19.63
31,40,9.26
40,31,9.26
31,41,2.99
41,31,2.99
32,33,7.93
33,32,7.93
32,34,1.17
34,32,1.17
32,35,13.36
35,32,13.36
32,36,8.53
36,32,8.53
32,37,26.22
37,32,26.22
32,38,18.99
38,32,18.99
32,39,18.17
39,32,18.17
32,40,20.25
40,32,20.25
32,41,17.31
41,32,17.31
33,34,9.19
34,33,9.19
33,35,16.54
35,33,16.54
33,36,6.57
36,33,6.57
33,37,29.37
37,33,29.37
33,38,22.17
38,33,22.17
33,39,22.13
39,33,22.13
33,40,24.77
40,33,24.77
33,41,20.49
41,33,20.49
34,35,12.45
35,34,12.45
34,36,8.99
36,34,8.99
34,37,25.31
37,34,25.31
34,38,18.08
38,34,18.08
34,39,17.26
39,34,17.26
34,40,19.34
40,34,19.34
34,41,16.40
41,34,16.40
35,36,18.14
36,35,18.14
35,37,9.99
37,35,9.99
35,38,7.73
38,35,7.73
35,39,17.86
39,35,17.86
35,40,7.50
40,35,7.50
35,41,1.23
41,35,1.23
36,37,35.84
37,36,35.84
36,38,27.90
38,36,27.90
36,39,20.10
39,36,20.10
36,40,22.69
40,36,22.69
36,41,24.52
41,36,24.52
37,38,5.76
38,37,5.76
37,39,25.55
39,37,25.55
37,40,12.47
40,37,12.47
37,41,11.01
41,37,11.01
38,39,20.33
39,38,20.33
38,40,7.22
40,38,7.22
38,41,6.29
41,38,6.29
39,40,7.19
40,39,7.19
39,41,16.57
41,39,16.57
40,41,7.44
41,40,7.44
